"ID","AI_REASON","AMOUNT","CATEGORY","DESCRIPTION","RISK_SCORE","STATUS","TIMESTAMP","USER_ID"
"692","Standard transaction","72.0","Health","Dental Checkup","0.0","CONFIRMED","2026-05-12 15:30:31.108504","11"
"693","Standard transaction","151.0","Insurance","Travel Insurance","0.0","CONFIRMED","2026-05-12 15:30:36.110056","25"
"694","Standard transaction","12.0","Entertainment","Gym Membership","0.0","CONFIRMED","2026-05-12 15:30:41.111964","74"
"695","Standard transaction","115.0","Entertainment","Concert Ticket","0.0","CONFIRMED","2026-05-12 15:30:46.112143","48"
"696","Standard transaction","141.0","Health","Dental Checkup","0.0","CONFIRMED","2026-05-12 15:30:51.113692","10"
"697","Standard transaction","56.0","Entertainment","Golf Course Fee","0.0","CONFIRMED","2026-05-12 15:30:56.10229","48"
"698","Standard transaction","8.99","Subscriptions","Disney+","0.0","CONFIRMED","2026-05-12 15:31:01.110693","59"
"699","Standard transaction","159.0","Shopping","Electronics Store","0.0","CONFIRMED","2026-05-12 15:31:06.11302","51"
"700","Standard transaction","66.0","Food","Coffee Roastery","0.0","CONFIRMED","2026-05-12 15:31:11.10132","18"
"701","Standard transaction","42.0","Transport","Gas Station","0.0","CONFIRMED","2026-05-12 15:31:16.101758","50"
"702","Standard transaction","145.0","Beauty","Skincare Clinic","0.0","CONFIRMED","2026-05-12 15:31:21.101438","9"
"703","Standard transaction","166.0","Insurance","Pet Insurance","0.0","CONFIRMED","2026-05-12 15:31:26.105691","99"
"704","Standard transaction","99.0","Food","Patisserie","0.0","CONFIRMED","2026-05-12 15:31:31.106039","8"
"705","Standard transaction","47.0","Transport","Car Wash","0.0","CONFIRMED","2026-05-12 15:31:36.106059","18"
"706","High amount","272.0","Shopping","IKEA Furniture","0.25","CONFIRMED","2026-05-12 15:31:41.112589","46"
"707","Standard transaction","179.0","Insurance","Health Insurance","0.0","CONFIRMED","2026-05-12 15:31:46.108102","14"
"708","High amount","571.0","Travel","Car Rental","0.3","REJECTED","2026-05-12 15:31:51.107609","71"
"709","Standard transaction","29.0","Food","Business Lunch","0.0","CONFIRMED","2026-05-12 15:31:56.115691","22"
"710","Standard transaction","126.0","Health","Yoga Class","0.0","CONFIRMED","2026-05-12 15:32:01.104191","51"
"711","Standard transaction","491.0","Shopping","IKEA Furniture","0.0","CONFIRMED","2026-05-12 15:32:06.110997","28"
"712","Standard transaction","91.0","Shopping","Pet Shop Supplies","0.0","CONFIRMED","2026-05-12 15:32:11.102237","16"
"713","Standard transaction","384.0","Clothes","Nike Store","0.0","CONFIRMED","2026-05-12 15:32:16.104443","44"
"714","Standard transaction","15.0","Transport","Car Wash","0.0","CONFIRMED","2026-05-12 15:32:21.11403","78"
"715","High amount","135.0","Beauty","Fragrance Store","0.25","REJECTED","2026-05-12 15:32:26.10875","74"
"716","Standard transaction","145.0","Health","Dental Checkup","0.0","CONFIRMED","2026-05-12 15:32:31.104135","50"
"717","Standard transaction","243.0","Shopping","Apple Store","0.0","CONFIRMED","2026-05-12 15:32:36.102923","51"
"718","Standard transaction","102.0","Food","Poke","0.0","CONFIRMED","2026-05-12 15:32:41.10135","65"
"719","Standard transaction","66.0","Insurance","Health Insurance","0.0","CONFIRMED","2026-05-12 15:32:46.101405","22"
"720","Standard transaction","33.0","Utilities","Waste Tax","0.0","CONFIRMED","2026-05-12 15:32:51.103961","99"
"721","High amount","190.0","Utilities","Mobile Phone Plan","0.2","REJECTED","2026-05-12 15:32:56.112554","79"
"722","Standard transaction","65.0","Food","Wine Shop","0.0","CONFIRMED","2026-05-12 15:33:01.106136","52"
"723","Standard transaction","337.0","Shopping","Bookstore","0.0","REJECTED","2026-05-12 15:33:06.106365","90"
"724","Anomaly amount","450.0","Shopping","eBay Purchase","0.5","REJECTED","2026-05-12 15:33:11.111571","7"
"725","Standard transaction","91.0","Entertainment","Escape Room","0.0","CONFIRMED","2026-05-12 15:33:16.104492","70"
"726","High-risk category (Cyber)","6897.0","Cyber","VPN Service","0.7","REJECTED","2026-05-12 15:33:21.107135","99"
"727","Standard transaction","10.99","Subscriptions","Spotify","0.0","CONFIRMED","2026-05-12 15:33:26.102847","100"
"728","Standard transaction","132.0","Utilities","Water Bill","0.0","CONFIRMED","2026-05-12 15:33:31.11077","49"
"729","Standard transaction","57.0","Transport","Car Wash","0.0","CONFIRMED","2026-05-12 15:33:36.114056","51"
"730","High amount","345.0","Shopping","Office Supplies","0.25","REJECTED","2026-05-12 15:33:41.112424","32"
"731","High-risk category (Cyber)","6287.0","Cyber","VPN Service","0.7","REJECTED","2026-05-12 15:33:46.115172","99"
"732","Standard transaction","63.0","Insurance","Pet Insurance","0.0","CONFIRMED","2026-05-12 15:33:51.106332","41"
"733","Standard transaction","168.0","Clothes","Clothing Boutique","0.0","CONFIRMED","2026-05-12 15:33:56.102296","8"
"734","High amount","355.0","Shopping","Amazon","0.25","CONFIRMED","2026-05-12 15:34:01.109483","94"
"735","Standard transaction","49.0","Transport","Highway Toll","0.0","CONFIRMED","2026-05-12 15:34:06.102133","86"
"736","Standard transaction","49.0","Food","Sushi Bar","0.0","CONFIRMED","2026-05-12 15:34:11.100298","78"
"737","Standard transaction","140.0","Entertainment","PlayStation Store","0.0","CONFIRMED","2026-05-12 15:34:16.113657","39"
"738","Standard transaction","16.0","Transport","Bike Rental","0.0","CONFIRMED","2026-05-12 15:34:21.101904","80"
"739","Standard transaction","159.0","Shopping","Apple Store","0.0","CONFIRMED","2026-06-11 10:17:06.466777","87"
"740","Anomaly amount; High-risk category (Cyber)","704.0","Cyber","DarkWeb Entry","1.0","REJECTED","2026-06-11 10:24:02.649262","4"
"741","Standard transaction","117.0","Clothes","Pull&Bear","0.0","CONFIRMED","2026-06-11 10:27:46.1861","38"
"742","Standard transaction","99.0","Entertainment","Tennis Court Rental","0.0","CONFIRMED","2026-06-11 10:29:40.47022","50"
"743","Standard transaction","8.99","Subscriptions","Disney+","0.0","CONFIRMED","2026-06-11 10:30:41.869433","88"
"744","Subscription price mismatch (expected 17.99)","13.0","Subscriptions","Netflix","0.4","REJECTED","2026-06-11 10:32:14.689916","14"
"745","Standard transaction","39.0","Shopping","Apple Store","0.0","CONFIRMED","2026-06-11 10:32:16.689916","14"
"746","Standard transaction","363.0","Clothes","Footwear Store","0.0","CONFIRMED","2026-06-11 10:32:18.689916","14"
"747","Standard transaction","34.0","Entertainment","Cinema","0.0","CONFIRMED","2026-06-11 10:32:20.689916","14"
"748","Standard transaction","69.0","Food","Food Truck","0.0","CONFIRMED","2026-06-11 10:32:22.689916","14"
"749","Standard transaction","137.0","Health","Optician Visit","0.0","CONFIRMED","2026-06-11 10:33:48.728593","99"
"750","Standard transaction","134.0","Utilities","Electricity Bill","0.0","CONFIRMED","2026-06-11 10:33:53.712715","28"
"751","Standard transaction","95.0","Health","Vitamin Store","0.0","CONFIRMED","2026-06-11 10:33:58.713251","77"
"752","Anomaly amount [AI BLOCK]","805.0","Travel","Airbnb Stay","0.5","REJECTED","2026-06-11 10:34:03.712417","34"
"753","Standard transaction","283.0","Clothes","Zara","0.0","CONFIRMED","2026-06-11 10:34:08.715658","69"
"754","Standard transaction","8.99","Subscriptions","Disney+","0.0","CONFIRMED","2026-06-11 10:34:13.717042","90"
"755","Standard transaction","70.0","Utilities","Internet Provider","0.0","CONFIRMED","2026-06-11 10:34:18.714605","86"
"756","Standard transaction","586.0","Shopping","eBay Purchase","0.0","CONFIRMED","2026-06-11 11:19:33.47246","24"
"757","Standard transaction","12.0","Subscriptions","Online Newspaper","0.0","CONFIRMED","2026-06-11 11:19:43.469096","91"
"758","Standard transaction","167.0","Insurance","Life Insurance","0.0","CONFIRMED","2026-06-11 11:19:53.475471","25"
"759","Anomaly amount; High-risk category (Cyber) [AI BLOCK]","4939.0","Cyber","Hacker Exploit Kit v2,0.7","1.0","REJECTED","2026-06-11 11:20:03.474535","61"
"760","Anomaly amount; High-risk category (Cyber) [AI BLOCK]","4908.0","Cyber","DarkWeb Entry","1.0","REJECTED","2026-06-11 11:20:13.473149","70"
"761","Standard transaction","90.0","Beauty","Sephora","0.0","CONFIRMED","2026-06-11 15:31:37.556071","62"
"762","Standard transaction","122.0","Health","Yoga Class","0.0","CONFIRMED","2026-06-11 15:31:47.542435","63"
"763","Standard transaction","8.99","Subscriptions","Disney+","0.0","CONFIRMED","2026-06-11 15:31:57.54803","40"
"764","Standard transaction","61.0","Food","Gourmet Market","0.0","CONFIRMED","2026-06-11 15:32:07.547013","99"
"765","Standard transaction","113.0","Clothes","Nike Store","0.0","CONFIRMED","2026-06-11 15:32:17.547281","93"
"766","Standard transaction","157.0","Utilities","Manual: SQL Injection Prevention","0.0","CONFIRMED","2026-06-11 15:32:27.554769","94"
"767","Standard transaction","114.0","Health","Optician Visit","0.0","CONFIRMED","2026-06-11 15:32:29.554769","94"
"768","Standard transaction","68.0","Insurance","Health Insurance","0.0","CONFIRMED","2026-06-11 15:32:31.554769","94"
"769","Standard transaction","39.0","Food","Farmers Market","0.0","CONFIRMED","2026-06-11 15:32:33.554769","94"
"770","Subscription price mismatch (expected 34.99) [AI BLOCK]","19.0","Subscriptions","LinkedIn Premium","0.4","REJECTED","2026-06-11 15:32:35.554769","94"
"771","Standard transaction","319.0","Clothes","Hollister","0.0","CONFIRMED","2026-06-11 15:32:37.552938","69"
"772","Standard transaction","103.0","Beauty","Lush Cosmetics","0.0","CONFIRMED","2026-06-11 15:32:47.548331","2"
"773","Standard transaction","135.0","Health","Optician Visit","0.0","CONFIRMED","2026-06-11 15:32:57.555398","47"
"774","Standard transaction","41.0","Health","Dental Checkup","0.0","CONFIRMED","2026-06-11 15:33:07.548644","31"
"775","Standard transaction","36.0","Beauty","Spa Treatment","0.0","CONFIRMED","2026-06-11 15:33:17.545275","40"
"776","Standard transaction","48.0","Health","Optician Visit","0.0","CONFIRMED","2026-06-11 15:33:27.548957","53"
"777","Standard transaction","133.0","Health","Optician Visit","0.0","CONFIRMED","2026-06-11 15:33:37.545998","55"
"778","Standard transaction","87.0","Health","Yoga Class","0.0","CONFIRMED","2026-06-11 15:36:10.605047","80"
"779","Standard transaction","115.0","Entertainment","Escape Room","0.0","CONFIRMED","2026-06-11 15:36:20.603425","22"
"780","Standard transaction","34.99","Subscriptions","LinkedIn Premium","0.0","CONFIRMED","2026-06-11 15:36:30.613434","95"
"781","Standard transaction","41.0","Food","Business Lunch","0.0","CONFIRMED","2026-06-11 15:36:40.606819","54"
"782","Anomaly amount; High-risk category (Cyber) [AI BLOCK]","7190.0","Cyber","DarkWeb Entry","1.0","REJECTED","2026-06-11 15:36:50.607634","45"
"783","Standard transaction","124.0","Health","Doctor Visit","0.0","CONFIRMED","2026-06-11 15:37:00.605943","40"
"784","Standard transaction","152.0","Shopping","Toy Store","0.0","CONFIRMED","2026-06-11 15:37:10.604511","25"
"785","Standard transaction","106.0","Utilities","Water Bill","0.0","CONFIRMED","2026-06-11 15:37:20.614201","65"
"786","Suspicious keyword in non-cyber category [AI BLOCK]","267.0","Travel","Hire-a-Hacker professional services deposit","0.7","REJECTED","2026-06-11 15:37:30.604177","17"
"787","Standard transaction","9.99","Subscriptions","HBO Max","0.0","CONFIRMED","2026-06-11 15:37:40.616369","87"
"788","Standard transaction","300.0","Clothes","Children's Clothing","0.0","CONFIRMED","2026-06-11 15:37:50.607613","56"
"789","Anomaly amount; High-risk category (Cyber) [AI BLOCK]","7980.0","Cyber","SQL Injection Tutorial Premium","1.0","REJECTED","2026-06-11 15:38:00.616732","92"
"790","Standard transaction","110.0","Food","Food Truck","0.0","CONFIRMED","2026-06-11 15:38:10.608163","52"
"791","High amount","222.0","Utilities","Mobile Phone Plan","0.25","REJECTED","2026-06-11 15:38:20.610102","41"
"792","Anomaly amount; High-risk category (Cyber) [AI BLOCK]","3458.0","Cyber","Zero-day Exploit Kit v.4.2","1.0","REJECTED","2026-06-11 15:38:30.609881","23"
"793","Standard transaction","108.0","Food","Business Lunch","0.0","CONFIRMED","2026-06-11 15:38:40.614479","33"
"794","Standard transaction","60.0","Shopping","Electronics Store","0.0","CONFIRMED","2026-06-11 15:38:50.614811","10"
"795","Standard transaction","9.99","Subscriptions","HBO Max","0.0","CONFIRMED","2026-06-11 15:39:00.618984","90"
"796","Standard transaction","40.0","Beauty","Makeup Artist","0.0","CONFIRMED","2026-06-11 15:39:10.606353","41"
"797","Standard transaction","106.0","Health","Massage Therapy","0.0","CONFIRMED","2026-06-11 15:39:12.606353","41"
"798","Suspicious keyword in non-cyber category","148.0","Utilities","Anti-Hacker Firewall Annual Subscription","0.7","REJECTED","2026-06-11 15:39:14.606353","41"
"799","Subscription price mismatch (expected 8.99) [AI BLOCK]","39.0","Subscriptions","Disney+","0.4","REJECTED","2026-06-11 15:39:16.606353","41"
"800","High velocity (5 trans. in < 3min) [AI BLOCK]","119.0","Entertainment","Cinema","0.6","REJECTED","2026-06-11 15:39:18.606353","41"
"801","Standard transaction","99.0","Insurance","Travel Insurance","0.0","CONFIRMED","2026-06-11 15:39:20.606313","34"
"802","Standard transaction","3.0","Transport","Gas Station","0.0","CONFIRMED","2026-06-11 15:39:30.607567","78"
"803","Anomaly amount; High-risk category (Cyber)","1097.0","Cyber","Zero-day Exploit Kit v.4.2","1.0","REJECTED","2026-06-11 15:39:40.608457","94"
"804","Standard transaction","219.0","Travel","Car Rental","0.0","CONFIRMED","2026-06-11 15:39:50.612107","63"
"805","High amount","230.0","Clothes","Footwear Store","0.25","CONFIRMED","2026-06-11 15:40:00.618852","1"
"806","Standard transaction","157.0","Clothes","Footwear Store","0.0","CONFIRMED","2026-06-11 15:40:10.605015","92"
"807","Standard transaction","47.0","Transport","Luggage Storage","0.0","CONFIRMED","2026-06-11 15:40:20.619083","94"
"808","Standard transaction","99.0","Clothes","Hollister","0.0","CONFIRMED","2026-06-11 15:40:30.606509","76"
"809","Anomaly amount; High-risk category (Cyber)","3013.0","Cyber","Zero-day Exploit Kit v.4.2","1.0","REJECTED","2026-06-11 15:40:40.607368","10"
"810","Standard transaction","113.0","Entertainment","Concert Ticket","0.0","CONFIRMED","2026-06-11 15:40:50.615471","100"
"811","Standard transaction","183.0","Insurance","Car Insurance","0.0","CONFIRMED","2026-06-11 15:41:00.604593","60"
"812","Standard transaction","35.0","Beauty","Sephora","0.0","CONFIRMED","2026-06-11 15:41:10.605626","7"
"813","Standard transaction","65.0","Insurance","Home Insurance","0.0","CONFIRMED","2026-06-11 15:41:20.615357","99"
"814","Anomaly amount [AI BLOCK]","769.0","Travel","Ryanair","0.5","REJECTED","2026-06-11 15:41:30.605292","35"
"815","Standard transaction","47.0","Entertainment","Gym Membership","0.0","CONFIRMED","2026-06-11 15:41:40.619119","35"
"816","Standard transaction","104.0","Beauty","Barber Shop","0.0","CONFIRMED","2026-06-11 15:41:50.619787","20"
"817","Standard transaction","17.0","Transport","Airport Duty Free","0.0","CONFIRMED","2026-06-11 15:42:00.612431","80"
"818","Standard transaction","165.0","Utilities","Ethical Hacker Certification Course","0.0","CONFIRMED","2026-06-11 15:42:10.607887","86"
"819","Standard transaction","68.0","Entertainment","Amusement Park","0.0","CONFIRMED","2026-06-11 15:42:20.606399","74"
"820","Standard transaction","42.0","Health","Massage Therapy","0.0","CONFIRMED","2026-06-11 15:42:30.613325","54"
"821","Standard transaction","35.0","Health","Optician Visit","0.0","CONFIRMED","2026-06-11 15:42:40.608547","96"
"822","Standard transaction","146.0","Utilities","Internet Provider","0.0","CONFIRMED","2026-06-11 15:42:50.617477","41"
"823","Subscription price mismatch (expected 20.0)","33.0","Subscriptions","ChatGPT Plus","0.4","REJECTED","2026-06-11 15:43:00.607811","12"
"824","High amount","404.0","Clothes","Sportswear Shop","0.25","CONFIRMED","2026-06-11 15:43:10.610544","46"
"825","Standard transaction","383.0","Shopping","Amazon","0.0","CONFIRMED","2026-06-11 15:43:20.618329","26"
"826","Anomaly amount; High-risk category (Cyber) [AI BLOCK]","4171.0","Cyber","VPN Service","1.0","REJECTED","2026-06-11 15:43:30.610168","22"
"827","Suspicious keyword in non-cyber category [AI BLOCK]","207.0","Utilities","Anti-Hacker Firewall Annual Subscription","0.7","REJECTED","2026-06-11 15:43:40.611087","9"
"828","Standard transaction","22.0","Beauty","Lush Cosmetics","0.0","CONFIRMED","2026-06-11 15:43:42.611087","9"
"829","Standard transaction","346.0","Clothes","Pull&Bear","0.0","CONFIRMED","2026-06-11 15:43:44.611087","9"
"830","Anomaly amount","1473.0","Travel","Travel Agency Package","0.5","CONFIRMED","2026-06-11 15:43:46.611087","9"
"831","Standard transaction [AI BLOCK]","103.0","Shopping","Electronics Store","0.0","CONFIRMED","2026-06-11 15:43:48.611087","9"
"832","Anomaly amount; High-risk category (Cyber) [AI BLOCK]","5032.0","Cyber","Premium DarkWeb Forum Access - Lifetime","1.0","REJECTED","2026-06-11 15:43:50.613166","4"
"833","Standard transaction","387.0","Shopping","IKEA Furniture","0.0","CONFIRMED","2026-06-11 15:44:00.620191","33"
"834","Standard transaction","125.0","Entertainment","Tennis Court Rental","0.0","CONFIRMED","2026-06-11 15:44:10.617912","76"
"835","Standard transaction","17.99","Subscriptions","Netflix","0.0","CONFIRMED","2026-06-11 15:44:20.606619","15"
"836","Standard transaction","23.0","Health","Vitamin Store","0.0","CONFIRMED","2026-06-11 15:44:30.606394","68"
"837","Standard transaction","111.0","Insurance","Health Insurance","0.0","CONFIRMED","2026-06-11 15:44:40.61141","16"
"838","Standard transaction","20.0","Beauty","Fragrance Store","0.0","CONFIRMED","2026-06-11 15:44:50.609231","29"
"839","Standard transaction","235.0","Utilities","Software License","0.0","CONFIRMED","2026-06-11 15:45:00.611432","20"
"840","Standard transaction","10.99","Subscriptions","Apple Music","0.0","CONFIRMED","2026-06-11 15:45:10.613575","64"
"841","Standard transaction","45.0","Transport","Highway Toll","0.0","CONFIRMED","2026-06-11 15:45:20.61916","42"
"842","Standard transaction","344.0","Travel","Airbnb Stay","0.0","CONFIRMED","2026-06-11 15:45:30.609121","82"
"843","Standard transaction","89.0","Insurance","Home Insurance","0.0","CONFIRMED","2026-06-11 15:45:40.61142","81"
"844","Standard transaction","44.0","Food","McDonalds","0.0","CONFIRMED","2026-06-11 15:45:50.614336","79"
"845","Standard transaction","186.0","Utilities","Manual: SQL Injection Prevention","0.0","CONFIRMED","2026-06-11 15:46:00.607242","86"
"846","Standard transaction","98.0","Beauty","Lush Cosmetics","0.0","CONFIRMED","2026-06-11 15:46:10.611575","16"
"847","Standard transaction","111.0","Beauty","Barber Shop","0.0","CONFIRMED","2026-06-11 15:46:20.610411","2"
"848","Anomaly amount; High-risk category (Cyber) [AI BLOCK]","9190.0","Cyber","Hacker Exploit Kit v2,0.7","1.0","REJECTED","2026-06-11 15:46:30.612693","65"
"849","Standard transaction","38.0","Transport","Gas Station","0.0","CONFIRMED","2026-06-11 15:46:40.614513","54"
"850","Subscription price mismatch (expected 9.95)","9.0","Subscriptions","Audible Subscription","0.4","REJECTED","2026-06-11 15:46:50.61538","74"
"851","Standard transaction","45.0","Entertainment","PlayStation Store","0.0","CONFIRMED","2026-06-11 15:47:00.609516","32"
"852","Standard transaction","34.99","Subscriptions","LinkedIn Premium","0.0","CONFIRMED","2026-06-11 15:47:10.608883","29"
"853","Anomaly amount; High-risk category (Cyber) [AI BLOCK]","7489.0","Cyber","Premium DarkWeb Forum Access - Lifetime","1.0","REJECTED","2026-06-11 15:47:20.617148","49"
"854","Standard transaction","123.0","Entertainment","Golf Course Fee","0.0","CONFIRMED","2026-06-11 15:47:30.620186","1"
"855","Standard transaction","136.0","Beauty","Fragrance Store","0.0","CONFIRMED","2026-06-11 15:47:40.6232","36"
"856","Suspicious keyword in non-cyber category","108.0","Entertainment","Hire-a-Hacker professional services deposit","0.7","REJECTED","2026-06-11 15:47:50.611383","15"
"857","Standard transaction","81.0","Food","Sushi Bar","0.0","CONFIRMED","2026-06-11 15:48:00.612482","5"
"858","Standard transaction","137.0","Beauty","Lush Cosmetics","0.0","CONFIRMED","2026-06-11 15:48:10.618265","50"
"859","High-risk category (Cyber)","510.0","Cyber","Zero-day Exploit Kit v.4.2","0.7","REJECTED","2026-06-11 15:48:20.610572","19"
"860","Standard transaction [AI BLOCK]","410.0","Clothes","Clothing Boutique","0.0","CONFIRMED","2026-06-11 15:48:30.612368","6"
"861","High-risk category (Cyber) [AI BLOCK]","2804.0","Cyber","VPN Service","0.7","REJECTED","2026-06-11 15:48:40.622773","70"
"862","Standard transaction","152.0","Clothes","Hollister","0.0","CONFIRMED","2026-06-11 15:48:50.620192","87"
"863","Standard transaction","52.0","Transport","Car Wash","0.0","CONFIRMED","2026-06-11 15:49:00.615415","79"
"864","Standard transaction","112.0","Travel","Ryanair","0.0","CONFIRMED","2026-06-11 15:49:10.613949","46"
"865","Standard transaction","72.0","Utilities","Manual: SQL Injection Prevention","0.0","CONFIRMED","2026-06-11 15:49:20.611123","5"
"866","Standard transaction","102.0","Food","Wine Shop","0.0","CONFIRMED","2026-06-11 15:49:30.612606","67"
"867","Standard transaction","117.0","Food","McDonalds","0.0","CONFIRMED","2026-06-11 15:49:40.620801","42"
"868","Anomaly amount; High-risk category (Cyber) [AI BLOCK]","3473.0","Cyber","Anti-DDoS Bypass tool subscription","1.0","REJECTED","2026-06-11 15:49:50.608602","78"
"869","Standard transaction","267.0","Shopping","Bookstore","0.0","CONFIRMED","2026-06-11 15:50:00.61","92"
"870","Standard transaction","62.0","Entertainment","Concert Ticket","0.0","CONFIRMED","2026-06-11 15:50:10.608704","38"
"871","Anomaly amount [AI BLOCK]","310.0","Clothes","Nike Store","0.5","REJECTED","2026-06-11 15:50:20.612362","43"
"872","Standard transaction","26.0","Health","Personal Trainer Session","0.0","CONFIRMED","2026-06-11 15:50:30.611775","82"
"873","Standard transaction","55.0","Food","Wine Shop","0.0","CONFIRMED","2026-06-11 15:50:40.615417","22"
"874","Standard transaction","120.0","Clothes","H&M","0.0","CONFIRMED","2026-06-11 15:50:50.609988","25"
"875","Standard transaction","20.0","Subscriptions","ChatGPT Plus","0.0","CONFIRMED","2026-06-11 15:51:00.619507","67"
"876","Standard transaction","138.0","Insurance","Travel Insurance","0.0","CONFIRMED","2026-06-11 15:51:10.621169","47"
"877","Standard transaction","179.0","Shopping","Bookstore","0.0","CONFIRMED","2026-06-11 15:51:20.611452","38"
"878","Standard transaction","34.0","Entertainment","Bowling Alley","0.0","CONFIRMED","2026-06-11 15:51:30.610203","72"
"879","Standard transaction","12.0","Entertainment","Tennis Court Rental","0.0","CONFIRMED","2026-06-11 15:51:40.614307","34"
"880","Standard transaction","139.0","Entertainment","Cinema","0.0","CONFIRMED","2026-06-11 15:51:50.61278","27"
"881","Standard transaction","146.0","Beauty","Spa Treatment","0.0","CONFIRMED","2026-06-11 15:52:00.611754","92"
"882","Standard transaction","38.0","Transport","Luggage Storage","0.0","CONFIRMED","2026-06-11 15:52:10.620662","31"
"883","High amount","177.0","Utilities","Gas Bill","0.25","CONFIRMED","2026-06-11 15:52:20.631627","80"
"884","Standard transaction","74.0","Entertainment","Concert Ticket","0.0","CONFIRMED","2026-06-11 15:52:30.612041","89"
"885","Standard transaction","84.0","Food","Patisserie","0.0","CONFIRMED","2026-06-11 15:52:40.610938","99"
"886","Standard transaction","9.99","Subscriptions","HBO Max","0.0","CONFIRMED","2026-06-11 15:52:50.610457","15"
"887","Standard transaction","388.0","Clothes","Zara","0.0","CONFIRMED","2026-06-11 15:53:00.610446","11"
"888","Standard transaction","52.0","Transport","Electric Scooter Rental","0.0","CONFIRMED","2026-06-11 15:53:10.612151","74"
"889","Standard transaction","97.0","Beauty","Skincare Clinic","0.0","CONFIRMED","2026-06-11 15:53:20.622642","61"
"890","Standard transaction","105.0","Insurance","Life Insurance","0.0","CONFIRMED","2026-06-11 15:53:30.612219","9"
"891","Standard transaction","58.0","Utilities","Online Course Subscription","0.0","CONFIRMED","2026-06-11 15:53:40.619034","44"
"892","Standard transaction","411.0","Shopping","Bookstore","0.0","CONFIRMED","2026-06-11 15:53:50.619282","82"
